epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,199.759,1.34099,0.76804,1.72302,0.82662,0.82522,0.82542,0.29813,2.16567,0.99447,2.06231,0.0013268,0.0013268,0.0013268
19,207.259,1.31575,0.78721,1.65483,0.86058,0.87401,0.89637,0.31367,2.23988,0.97633,2.14459,0.0012872,0.0012872,0.0012872
20,216.603,1.29379,0.73849,1.66644,0.81278,0.83559,0.86136,0.3415,2.11459,1.00123,2.02783,0.0012476,0.0012476,0.0012476
21,225.662,1.30801,0.7388,1.62979,0.82209,0.78716,0.83078,0.30681,2.27362,1.07676,2.21638,0.001208,0.001208,0.001208
22,233.062,1.28747,0.72471,1.68303,0.92979,0.90827,0.93325,0.36634,2.08529,0.82579,2.07848,0.0011684,0.0011684,0.0011684
23,241.999,1.21446,0.67192,1.59362,0.86173,0.88053,0.91816,0.35801,2.1088,0.89881,2.11838,0.0011288,0.0011288,0.0011288
24,253.457,1.21692,0.69692,1.65774,0.86653,0.85398,0.89335,0.34911,2.13407,0.91311,2.07436,0.0010892,0.0010892,0.0010892
25,262.168,1.22863,0.70365,1.5873,0.86765,0.88476,0.89726,0.34479,2.1534,0.85909,2.12847,0.0010496,0.0010496,0.0010496
26,272.606,1.17909,0.65087,1.54447,0.86215,0.87168,0.89377,0.3356,2.20541,0.92202,2.191,0.00101,0.00101,0.00101
27,280.099,1.11732,0.6209,1.51843,0.88594,0.87832,0.89749,0.34598,2.11588,0.86346,2.11129,0.0009704,0.0009704,0.0009704
28,288.235,1.10392,0.61093,1.46723,0.91051,0.90043,0.93354,0.37315,2.09525,0.84017,2.05634,0.0009308,0.0009308,0.0009308
29,297.26,1.07071,0.5723,1.45693,0.87562,0.88274,0.89626,0.32685,2.25879,0.89463,2.26211,0.0008912,0.0008912,0.0008912
30,306.291,1.00234,0.55324,1.39998,0.86245,0.87396,0.9182,0.367,2.13018,0.9136,2.14346,0.0008516,0.0008516,0.0008516
31,315.54,1.06516,0.59661,1.43077,0.84649,0.80518,0.85908,0.339,2.15164,1.08225,2.20828,0.000812,0.000812,0.000812
32,323.082,0.99344,0.54477,1.37274,0.88539,0.85456,0.90244,0.35908,2.17217,0.95245,2.20837,0.0007724,0.0007724,0.0007724
33,332.028,0.98615,0.54245,1.35276,0.88747,0.88053,0.91856,0.36133,2.12855,0.85753,2.19286,0.0007328,0.0007328,0.0007328
34,339.552,0.99347,0.5342,1.34727,0.89093,0.86504,0.92302,0.35079,2.17523,0.86332,2.19917,0.0006932,0.0006932,0.0006932
35,346.89,0.98589,0.532,1.32639,0.89764,0.87389,0.92877,0.37177,2.14507,0.8911,2.18227,0.0006536,0.0006536,0.0006536
36,354.061,0.94632,0.52099,1.30576,0.89946,0.87088,0.93154,0.37119,2.11727,0.85954,2.22348,0.000614,0.000614,0.000614
37,363.06,0.88113,0.479,1.25192,0.86812,0.85177,0.90161,0.35708,2.10061,0.95832,2.23415,0.0005744,0.0005744,0.0005744
38,373.402,0.85074,0.46634,1.25185,0.84753,0.82396,0.87781,0.33341,2.22217,1.07555,2.42862,0.0005348,0.0005348,0.0005348
39,381.199,0.82824,0.45613,1.23912,0.87071,0.87909,0.92048,0.35229,2.13148,0.90409,2.25623,0.0004952,0.0004952,0.0004952
40,389.563,0.7885,0.43471,1.18405,0.90098,0.84551,0.91199,0.36166,2.18238,0.94198,2.33051,0.0004556,0.0004556,0.0004556
41,398.239,0.761,0.42635,1.17758,0.87851,0.88053,0.92271,0.37535,2.11972,0.90645,2.26441,0.000416,0.000416,0.000416
42,406.448,0.773,0.42276,1.15496,0.87204,0.88953,0.9156,0.36924,2.12646,0.92268,2.31807,0.0003764,0.0003764,0.0003764
43,414.065,0.71571,0.40126,1.15629,0.9036,0.89175,0.93447,0.37944,2.10457,0.89975,2.32435,0.0003368,0.0003368,0.0003368
44,421.523,0.65863,0.3744,1.11868,0.90098,0.90591,0.93905,0.39163,2.07586,0.82241,2.28923,0.0002972,0.0002972,0.0002972
45,428.776,0.69208,0.38936,1.11764,0.91216,0.88053,0.93794,0.38222,2.09468,0.84944,2.30075,0.0002576,0.0002576,0.0002576
46,436.117,0.728,0.4119,1.11628,0.91002,0.90708,0.94116,0.39013,2.07556,0.82777,2.31259,0.000218,0.000218,0.000218
47,443.216,0.64607,0.3665,1.07742,0.89324,0.90701,0.94416,0.39241,2.07594,0.89448,2.32819,0.0001784,0.0001784,0.0001784
48,450.63,0.65228,0.37439,1.07123,0.90141,0.89003,0.93853,0.39552,2.08483,0.90307,2.35616,0.0001388,0.0001388,0.0001388
49,458.213,0.66398,0.37433,1.08866,0.91206,0.89159,0.93809,0.39244,2.08372,0.90694,2.38259,9.92e-05,9.92e-05,9.92e-05
50,465.322,0.62939,0.36884,1.05336,0.90374,0.89602,0.93718,0.39204,2.06816,0.87537,2.35033,5.96e-05,5.96e-05,5.96e-05
